id,x,y,class,file,thumbnail
10000,0.5092272219419511,0.7264076901896228,Clase 12,byArtworkID/10000.jpg,byArtworkID/thumbs/10000.jpg
10011,0.8811495550918725,0.3242801893628669,Clase 9,byArtworkID/10011.jpg,byArtworkID/thumbs/10011.jpg
10087,0.8128584879325701,0.6011657583783249,Clase 18,byArtworkID/10087.jpg,byArtworkID/thumbs/10087.jpg
10096,0.5883401853959823,0.8694816236880282,Clase 6,byArtworkID/10096.jpg,byArtworkID/thumbs/10096.jpg
10126,0.4207217741422522,0.41538268725145694,Clase 8,byArtworkID/10126.jpg,byArtworkID/thumbs/10126.jpg
10156,0.8911460371175766,0.8543928570576121,Clase 1,byArtworkID/10156.jpg,byArtworkID/thumbs/10156.jpg
10158,0.8419744087810775,0.47243415982795767,Clase 20,byArtworkID/10158.jpg,byArtworkID/thumbs/10158.jpg
10214,0.5054174561978155,0.5750709777310693,Clase 13,byArtworkID/10214.jpg,byArtworkID/thumbs/10214.jpg
10314,0.591693120351651,0.661746430212225,Clase 2,byArtworkID/10314.jpg,byArtworkID/thumbs/10314.jpg
10339,0.4722161768464832,0.7023225533820343,Clase 12,byArtworkID/10339.jpg,byArtworkID/thumbs/10339.jpg
10357,0.6721634034241911,0.3061279165295132,Clase 17,byArtworkID/10357.jpg,byArtworkID/thumbs/10357.jpg
10379,0.5976306880995473,0.4834375001183052,Clase 2,byArtworkID/10379.jpg,byArtworkID/thumbs/10379.jpg
10408,0.6231843588750673,0.2892944036030285,Clase 16,byArtworkID/10408.jpg,byArtworkID/thumbs/10408.jpg
10450,0.6732008002384613,0.03908028482110876,Clase 20,byArtworkID/10450.jpg,byArtworkID/thumbs/10450.jpg
10456,0.7453938183881853,0.42412565882960773,Clase 5,byArtworkID/10456.jpg,byArtworkID/thumbs/10456.jpg
10457,0.44956152214921186,0.6859500503642093,Clase 23,byArtworkID/10457.jpg,byArtworkID/thumbs/10457.jpg
10459,0.40289118912160105,0.7458701818119462,Clase 26,byArtworkID/10459.jpg,byArtworkID/thumbs/10459.jpg
10479,0.2779434291790477,0.5702460318904731,Clase 7,byArtworkID/10479.jpg,byArtworkID/thumbs/10479.jpg
10497,0.3179620504218862,0.5699498751326549,Clase 7,byArtworkID/10497.jpg,byArtworkID/thumbs/10497.jpg
10498,0.44000614950749684,0.6088824392049691,Clase 23,byArtworkID/10498.jpg,byArtworkID/thumbs/10498.jpg
10517,0.7811310159894479,0.42994655644197904,Clase 13,byArtworkID/10517.jpg,byArtworkID/thumbs/10517.jpg
10518,0.6095481578618591,0.2575689570056192,Clase 11,byArtworkID/10518.jpg,byArtworkID/thumbs/10518.jpg
10520,0.5815854518064275,0.7464895662533615,Clase 23,byArtworkID/10520.jpg,byArtworkID/thumbs/10520.jpg
10521,0.722277955870285,0.427094330536596,Clase 10,byArtworkID/10521.jpg,byArtworkID/thumbs/10521.jpg
10535,0.7453267651222574,0.2662032324305643,Clase 5,byArtworkID/10535.jpg,byArtworkID/thumbs/10535.jpg
10537,0.7736454602356997,0.4771208530897164,Clase 13,byArtworkID/10537.jpg,byArtworkID/thumbs/10537.jpg
10584,0.30656909611089683,0.5878251981953126,Clase 7,byArtworkID/10584.jpg,byArtworkID/thumbs/10584.jpg
10624,0.4391672896066787,0.481171780766545,Clase 4,byArtworkID/10624.jpg,byArtworkID/thumbs/10624.jpg
10625,0.24682676497526224,0.4125388436845478,Clase 29,byArtworkID/10625.jpg,byArtworkID/thumbs/10625.jpg
10626,0.4954455438357907,0.5833057459317387,Clase 12,byArtworkID/10626.jpg,byArtworkID/thumbs/10626.jpg
10627,0.4216311752211729,0.8095254670613323,Clase 6,byArtworkID/10627.jpg,byArtworkID/thumbs/10627.jpg
10668,0.47899046680002544,0.5833740895723394,Clase 23,byArtworkID/10668.jpg,byArtworkID/thumbs/10668.jpg
